10 0 7 0 2
20 0 7 0 2
30 0 7 0 2
40 0 7 0 2
50 0 7 0 2
60 0 7 0 2
70 0 7 0 2
80 0 7 0 2
90 0 7 0 2
100 0 7 0 2
110 0 7 0 2
120 0 7 0 2
